book,chapter,verse,text
Matthew,6,21,"For where your treasure is, there your heart will be also. The Lamp of the Body (Luke 11:33-36)"
Matthew,6,22,"The eye is the lamp of the body. If your vision is clear, your whole body will be full of"
Matthew,6,23,"But if your vision is poor, your whole body will be full of darkness. If then the light within you is darkness, how great is that darkness!"
Matthew,6,24,"No one can serve two masters: Either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve both God and money. Do Not Worry (Luke 12:22-34)"
Matthew,6,25,"Therefore I tell you, do not worry about your life, what you will eat or drink; or about your body, what you will wear. Is not life more than food, and the body more than clothes?"
Matthew,6,26,Look at the birds of the air: They do not sow or reap or gather into barns—and yet your
Matthew,6,27,Who of you by worrying can add a single hour to his lifespan?c
Matthew,6,28,And why do you worry about clothes? Consider how the lilies of the field grow: They do
Matthew,6,29,Yet I tell you that not even Solomon in all his glory was adorned like
Matthew,6,30,"If that is how God clothes the grass of the field, which is here today and tomorrow is thrown into the furnace, will He not much more clothe you, O you of little faith?"
Matthew,6,31,"Therefore do not worry, saying, ‘What shall we eat?’ or ‘What shall we drink?’ or ‘What"
Matthew,6,32,"For the pagans pursue all these things, and your Heavenly Father knows"
Matthew,6,33,"But seek first the kingdom of God and His righteousness, and all these things will be added unto you."
Matthew,6,34,"Therefore do not worry about tomorrow, for tomorrow will worry about itself. Today has enough trouble of its own. a 13 Or from evil; BYZ and TR include For yours is the kingdom and the power and the glory, forever. Amen. b 19 Or worm; also in verse 20 c 27 Or a single cubit to his height; a cubit was about 18 inches or 45 centimeters."
Matthew,7,1,"Do not judge, or you will be judged."
Matthew,7,2,"For with the same judgment you pronounce, you will be judged; and with the measure you use, it will be measured to you."
Matthew,7,3,"Why do you look at the speck in your brother’s eye, but fail to notice the beam in your"
Matthew,7,4,"How can you say to your brother, ‘Let me take the speck out of your eye,’"
Matthew,7,5,"You hypocrite! First take the beam out of your own eye, and then you will see clearly to remove the speck from your brother’s eye."
Matthew,7,6,"Do not give dogs what is holy; do not throw your pearls before swine. If you do, they may trample them under their feet, and then turn and tear you to pieces. Ask, Seek, Knock (Luke 11:5-13)"
Matthew,7,7,Ask and it will be given to you; seek and you will find; knock and the door will be opened
Matthew,7,8,"For everyone who asks receives; he who seeks finds; and to him who knocks, the door will be opened."
Matthew,7,9,"Which of you, if his son asks for bread, will give him a stone?"
Matthew,7,10,"Or if he asks for a fish,"
Matthew,7,11,"So if you who are evil know how to give good gifts to your children, how much more will your Father in heaven give good things to those who ask Him!"
Matthew,7,12,"In everything, then, do to others as you would have them do to you. For this is the essence of the Law and the prophets. The Narrow Gate (Luke 13:22-30)"
Matthew,7,13,Enter through the narrow gate. For wide is the gate and broad is the way that leads to
Matthew,7,14,"But small is the gate and narrow the way that leads to life, and only a few find it. A Tree and its Fruit (Matthew 12:33-37; Luke 6:43-45)"
Matthew,7,15,"Beware of false prophets. They come to you in sheep’s clothing, but inwardly they are"
Matthew,7,16,By their fruit you will recognize them. Are grapes gathered from
Matthew,7,17,"Likewise, every good tree bears good fruit, but a bad"
Matthew,7,18,"A good tree cannot bear bad fruit, and a bad tree cannot bear good"
Matthew,7,19,Every tree that does not bear good fruit is cut down and thrown into the fire.
Matthew,7,20,"So then, by their fruit you will recognize them."
Matthew,7,21,"Not everyone who says to Me, ‘Lord, Lord,’ will enter the kingdom of heaven, but only"
Matthew,7,22,"Many will say to Me on that day, ‘Lord, Lord, did we not prophesy in Your name, and in Your name drive out demons and perform"
Matthew,7,23,"Then I will tell them plainly, ‘I never knew you; depart from Me, you workers of lawlessness.’ The House on the Rock (Luke 6:46-49)"
Matthew,7,24,Therefore everyone who hears these words of Mine and acts on them is like a wise man
Matthew,7,25,"The rain fell, the torrents raged, and the winds blew and beat against that house; yet it did not fall, because its foundation was on the rock."
Matthew,7,26,But everyone who hears these words of Mine and does not act on them is like a foolish
Matthew,7,27,"The rain fell, the torrents raged, and the winds blew and beat against that house, and it fell—and great was its collapse!” The Authority of Jesus"
Matthew,7,28,"When Jesus had finished saying these things, the crowds were amazed at His teaching, 29because He taught as one who had authority, and not as their scribes."
Matthew,8,1,"When Jesus came down from the mountain, large crowds followed Him."
Matthew,8,2,"Suddenly a lepera came and knelt before Him, saying, “Lord, if You are willing, You can make me clean.”"
Matthew,8,3,"Jesus reached out His hand and touched the man. “I am willing,” He said, “be clean.” And immediately his leprosy was cleansed."
Matthew,8,4,"Then Jesus instructed him, “See that you don’t tell anyone. But go, show yourself to the priest and offer the gift prescribed by Moses, as a testimony to them.” The Faith of the Centurion (Luke 7:1-10; John 4:43-54)"
Matthew,8,5,"When Jesus had entered Capernaum, a centurion came and pleaded with Him, 6“Lord, my servant lies at home, paralyzed and in terrible agony.” 7“I will go and heal him,” Jesus replied."
Matthew,8,8,"The centurion answered, “Lord, I am not worthy to have You come under my roof. But"
Matthew,8,9,"For I myself am a man under authority, with soldiers under me. I tell one to go, and he goes; and another to come, and he comes. I tell my servant to do something, and he does it.”"
Matthew,8,10,"When Jesus heard this, He marveled and said to those following Him, “Truly I tell you,"
Matthew,8,11,"I say to you that many will come from the east and the west to share the banquet with Abraham, Isaac, and Jacob in the"
Matthew,8,12,"But the sons of the kingdom will be cast into the outer darkness, where there will be weeping and gnashing of teeth.”"
Matthew,8,13,"Then Jesus said to the centurion, “Go! As you have believed, so will it be done for you.” And his servant was healed at that very hour. Jesus Heals at Peter's House (Mark 1:29-34; Luke 4:38-41)"
Matthew,8,14,"When Jesus arrived at Peter’s house, He saw Peter’s mother-in-law sick in bed with a"
Matthew,8,15,"He touched her hand, and the fever left her, and she got up and began to serve them."
Matthew,8,16,"When evening came, many who were demon-possessed were brought to Jesus, and He"
Matthew,8,17,"This was to fulfill what was spoken through the prophet Isaiah: “He took on our infirmities, and carried our diseases.”b The Cost of Discipleship (Luke 9:57-62; Luke 14:25-33; John 6:60-65)"
Matthew,8,18,"When Jesus saw a large crowd around Him, He gave orders to cross to the other side."
Matthew,8,19,"And one of the scribes came to Him and said, “Teacher, I will follow You wherever You go.”"
Matthew,8,20,"Jesus replied, “Foxes have dens, and birds of the air have nests, but the Son of Man has no place to lay His head.”"
Matthew,8,21,"Another of His disciples requested, “Lord, first let me go and bury my father.”"
Matthew,8,22,"But Jesus told him, “Follow Me, and let the dead bury their own dead.” Jesus Calms the Storm (Mark 4:35-41; Luke 8:22-25)"
Matthew,8,23,"When He got into the boat, His disciples followed Him."
Matthew,8,24,Suddenly a violent storm came
Matthew,8,25,"The disciples went and woke Him, saying, “Lord, save us! We are perishing!” 26“You of little faith,” Jesus replied, “why are you so afraid?” Then He got up and rebuked the winds and the sea, and it was perfectly calm."
Matthew,8,27,"The men were amazed and asked, “What kind of man is this? Even the winds and the sea obey Him!” The Demons and the Pigs (Mark 5:1-20; Luke 8:26-39)"
Matthew,8,28,"When Jesus arrived on the other side in the region of the Gadarenes,c two demon- possessed men met Him on their way from the tombs. They were so violent that no one could pass that way. 29“What do you want with us, Son of God?” they shouted. “Have You come here to torture us before the proper time?”"
Matthew,8,30,In the distance a large herd of pigs was feeding.
Matthew,8,31,"So the demons begged Jesus, “If You drive us out, send us into the herd of pigs.” 32“Go!” He told them. So they came out and went into the pigs, and the whole herd rushed down the steep bank into the sea and perished in the waters."
Matthew,8,33,"Those tending the pigs ran off into the town and reported all this, including the account"
Matthew,8,34,"Then the whole town went out to meet Jesus. And when they saw Him, they begged Him to leave their region. a 2 Leprosy was a term for several skin diseases. See Leviticus 13. b 17 Isaiah 53:4 c 28 BYZ and TR Gergesenes"
Matthew,9,1,"Jesus got into a boat, crossed over, and came to His own town."
Matthew,9,2,"Just then, some men brought to Him a paralytic lying on a mat. When Jesus saw their faith, He said to the paralytic, “Take courage, son; your sins are forgiven.”"
Matthew,9,3,"On seeing this, some of the scribes said to themselves, “This man is blaspheming!”"
Matthew,9,4,"But Jesus knew what they were thinking and said, “Why do you harbor evil in your hearts?"
Matthew,9,5,"Which is easier: to say, ‘Your sins are forgiven,’ or to say, ‘Get up and walk?’"
Matthew,9,6,But so that you may know that the Son of Man has authority on earth to forgive sins...” Then He said
Matthew,9,7,And the man got up and went home.
Matthew,9,8,"When the crowds saw this, they were filled with awe and glorified God, who had given such authority to men. The Calling of Matthew (Mark 2:13-17; Luke 5:27-32)"
Matthew,9,9,"As Jesus went on from there, He saw a man named Matthew sitting at the tax booth. “Follow Me,” He told him, and Matthew got up and followed Him."
Matthew,9,10,"Later, as Jesus was dining at Matthew’s house, many tax collectors and sinners came"
Matthew,9,11,"When the Pharisees saw this, they asked His disciples, “Why does your Teacher eat with tax collectors and sinners?”"
Matthew,9,12,"On hearing this, Jesus said, “It is not the healthy who need a doctor, but the sick."
Matthew,9,13,"But go and learn what this means: ‘I desire mercy, not sacrifice.’a For I have not come to call the righteous, but sinners.” Questions about Fasting (Mark 2:18-20; Luke 5:33-35)"
Matthew,9,14,"At that time, John’s disciples came to Jesus and asked, “Why is it that we and the Pharisees fast so often, but Your disciples do not fast?”"
Matthew,9,15,"Jesus replied, “How can the attendants of the bridegroom mourn while He is with them? But the time will come when the bridegroom will be taken away from them; then they will fast. The Patches and the Wineskins (Mark 2:21-22; Luke 5:36-39)"
Matthew,9,16,"No one sews a patch of unshrunk cloth on an old garment. For the patch will pull away from the garment, and a worse tear will result."
Matthew,9,17,"Neither do men pour new wine into old wineskins. If they do, the skins will burst, the wine will spill, and the wineskins will be ruined. Instead, they pour new wine into new wineskins, and both are preserved.” The Healing Touch of Jesus (Mark 5:21-43; Luke 8:40-56)"
Matthew,9,18,"While Jesus was saying these things, a synagogue ruler came and knelt before Him. “My daughter has just died,” he said. “But come and place Your hand on her, and she will live.”"
Matthew,9,19,"So Jesus got up and went with him, along with His disciples."
Matthew,9,20,Suddenly a woman who had suffered from bleeding for twelve years came up behind Him and touched the fringe
Matthew,9,21,"She said to herself, “If only I touch His cloak, I will be healed.”"
Matthew,9,22,"Jesus turned and saw her. “Take courage, daughter,” He said, “your faith has healed you.” And the woman was cured from that very hour."
Matthew,9,23,"When Jesus entered the ruler’s house, He saw the flute players and the noisy crowd. 24“Go away,” He told them. “The girl is not dead, but asleep.” And they laughed at Him."
Matthew,9,25,"After the crowd had been put outside, Jesus went in and took the girl by the hand, and"
Matthew,9,26,And the news about this spread throughout that region. Jesus Heals the Blind and Mute (Isaiah 35:1-10; Mark 7:31-37)
Matthew,9,27,"As Jesus went on from there, two blind men followed Him, crying out, “Have mercy on us, Son of David!”"
Matthew,9,28,"After Jesus had entered the house, the blind men came to Him. “Do you believe that I am able to do this?” He asked. “Yes, Lord,” they answered."
Matthew,9,29,"Then He touched their eyes and said, “According to your faith will it be done to you.”"
Matthew,9,30,"And their eyes were opened. Jesus warned them sternly, “See that no one finds out"
Matthew,9,31,But they went out and spread the news about Him throughout the land.
Matthew,9,32,"As they were leaving, a demon-possessed man who was mute was brought to Jesus."
Matthew,9,33,"And when the demon had been driven out, the man began to speak. The crowds were amazed and said, “Nothing like this has ever been seen in Israel!”"
Matthew,9,34,"But the Pharisees said, “It is by the prince of demons that He drives out demons.” The Lord of the Harvest"
Matthew,9,35,"Jesus went through all the towns and villages, teaching in their synagogues, preaching"
Matthew,9,36,"When He saw the crowds, He was moved with compassion for them, because they were harassed and helpless, like sheep without a shepherd."
Matthew,9,37,"Then He said to his disciples, “The harvest is plentiful, but the workers are few."
Matthew,9,38,"Ask the Lord of the harvest, therefore, to send out workers into His harvest.” a 13 Hosea 6:6"
Matthew,10,1,"Jesus called His twelve disciples to Him and gave them authority over unclean spirits, to drive them out and to heal every disease and sickness."
Matthew,10,2,"These are the names of the twelve apostles: first Simon, called Peter, and his brother"
